time_step,dimension,predicted_value
0,0,2.4938171449347406
0,1,0.93147493944514
0,2,0.6465967468823565
0,3,0.8948770227826772
0,4,1.4753164012507818
0,5,-0.06034942387459743
0,6,-0.47079089494841575
0,7,1.3387160556672992
0,8,-0.3856430618625715
0,9,0.7664927535497352
0,10,0.5675062936826516
0,11,-0.33285893260277677
0,12,0.6686702590731083
0,13,-0.5804199695828358
0,14,-0.21260504477964542
0,15,1.7648387333873052
0,16,0.2664957197155224
0,17,3.2416599678581255
0,18,2.3405530563603945
0,19,1.1199934848420279
0,20,0.8780420520237582
0,21,2.994654355157825
0,22,-1.5439770578171548
0,23,-0.4556369511108528
0,24,0.49023133149673875
0,25,1.2598733506944888
0,26,0.5419659629800846
0,27,1.5504583644717906
0,28,0.6330920216519957
0,29,0.13179419668982947
0,30,1.0493087876030134
0,31,0.29114164983776325
0,32,-0.7730467867881095
0,33,0.46677083320033785
0,34,-0.05102420782842591
0,35,-0.25131389022452744
0,36,0.8183733890467499
0,37,2.788004556010981
0,38,0.2515666148168426
0,39,2.95713454986992
1,0,2.810627905578293
1,1,0.9713474075220399
1,2,0.9720971293078666
1,3,1.2972392280971785
1,4,1.7534386445974472
1,5,0.23440158801430155
1,6,-0.05118705442275527
1,7,1.675579873677983
1,8,0.11245641221544549
1,9,1.1351377828873677
1,10,0.9364573383559517
1,11,0.09744929352613876
1,12,1.056443128283647
1,13,-0.15655627111152132
1,14,0.1662714289414229
1,15,2.079354424468296
1,16,0.9564819956076839
1,17,3.4644489919360266
1,18,2.7255125594634864
1,19,1.143598755357281
1,20,1.2725323547213407
1,21,3.0755426983227157
1,22,-1.2502015070326826
1,23,0.10613890053174291
1,24,0.8396685281540458
1,25,1.6166517338522322
1,26,0.973407317231402
1,27,1.829679275881474
1,28,0.9654207443032943
1,29,0.5123460634604691
1,30,1.3848330562473716
1,31,0.6406965494478045
1,32,-0.33155771471772544
1,33,0.843122877576876
1,34,0.36212579247151655
1,35,0.19066537828638985
1,36,1.1950094936951743
1,37,3.0633464518584987
1,38,0.9501532869066841
1,39,3.181749355541756
2,0,3.0334394075719304
2,1,0.9966269464487943
2,2,1.295563718058911
2,3,1.697374709817265
2,4,1.9865486781173949
2,5,0.5118777400592193
2,6,0.3635527540791172
2,7,2.0066326111748998
2,8,0.6106965149897348
2,9,1.4999378720348147
2,10,1.310442341660223
2,11,0.49037931909728466
2,12,1.3946918742244256
2,13,0.2800946243975097
2,14,0.58579334120333
2,15,2.3927585142625585
2,16,1.6873264519199842
2,17,3.7322942976530475
2,18,2.9667293630025595
2,19,1.1704809890321273
2,20,1.6197768978603797
2,21,3.1470679783587157
2,22,-0.939957205932491
2,23,0.6598762096395603
2,24,1.2476030942625669
2,25,1.975722644655902
2,26,1.4190221183847316
2,27,2.090546005703341
2,28,1.2859869061066025
2,29,0.8927482605204495
2,30,1.6809061279530002
2,31,0.9610184491754529
2,32,0.09650630505664362
2,33,1.1957946237323616
2,34,0.7697844006039689
2,35,0.6052049954694338
2,36,1.5859396130488947
2,37,3.3637201417002407
2,38,1.614055437935625
2,39,3.4015712430932616
3,0,3.134756770934058
3,1,1.0490707078414403
3,2,1.5767041824117465
3,3,2.0797956624065304
3,4,2.206435015941433
3,5,0.7385289147215419
3,6,0.7361440270076707
3,7,2.318472238183349
3,8,1.105482788137478
3,9,1.805703727153266
3,10,1.6394942465691045
3,11,0.8884093064379284
3,12,1.7149736644573679
3,13,0.709686389438733
3,14,1.02129204658559
3,15,2.750173063896389
3,16,2.4548677954961833
3,17,3.9969617003744355
3,18,3.06373820630072
3,19,1.1713286581632945
3,20,1.931273185102024
3,21,3.193915944445506
3,22,-0.5998453027356672
3,23,1.0851515106345142
3,24,1.7285669616302726
3,25,2.3458331848888525
3,26,1.855606720153789
3,27,2.3598467788676922
3,28,1.5792305534056605
3,29,1.2386479064999427
3,30,1.96453542727826
3,31,1.2628457469029448
3,32,0.4945964105461978
3,33,1.5250102099668863
3,34,1.1727099146555262
3,35,1.05055125709164
3,36,2.068382411528197
3,37,3.686683761005606
3,38,2.2360234612121035
3,39,3.5640954293320752
4,0,3.101863207624688
4,1,1.1271075472452332
4,2,1.9294123649558308
4,3,2.5445087369895147
4,4,2.3862424858011257
4,5,0.9653077011043646
4,6,1.1282016851539336
4,7,2.6385067554982173
4,8,1.5969673629844339
4,9,2.084685263601871
4,10,1.9364373840247933
4,11,1.2518622379808473
4,12,2.0110568352387013
4,13,1.1127402637792438
4,14,1.4628399751088232
4,15,3.1816830652679626
4,16,3.2781256853308123
4,17,4.234119159371448
4,18,2.9202531606783246
4,19,1.2064451695836653
4,20,2.2499259817205073
4,21,3.26002243104804
4,22,-0.25732050586133276
4,23,1.476461279285
4,24,2.255726862643796
4,25,2.704549622200864
4,26,2.2224832155212964
4,27,2.5848732985924774
4,28,1.8630509176425967
4,29,1.562024855238924
4,30,2.237128029380523
4,31,1.5177802660945934
4,32,0.8406829068130552
4,33,1.8524874256647466
4,34,1.5823282431036303
4,35,1.4875457057368795
4,36,2.5778753769425307
4,37,4.028337231108708
4,38,2.783311151242901
4,39,3.701103199443324
5,0,2.973423324630498
5,1,1.2652707844916422
5,2,2.310098102470185
5,3,3.0121583304391963
5,4,2.497826558580687
5,5,1.1818985542435543
5,6,1.5087933901863562
5,7,2.975724863029109
5,8,2.0867577337495384
5,9,2.3322447808536304
5,10,2.200058165257049
5,11,1.5815878142447857
5,12,2.273263179848281
5,13,1.5592542857409057
5,14,1.967027787858397
5,15,3.6981430774632686
5,16,4.070429695008776
5,17,4.276666861914811
5,18,2.5979794966446015
5,19,1.2704313327066312
5,20,2.5697741381316592
5,21,3.3438447671466647
5,22,0.07366002221852908
5,23,1.8687214526242784
5,24,2.829247059532473
5,25,3.0877149484747135
5,26,2.5277449110178734
5,27,2.753705088778717
5,28,2.1164892666331894
5,29,1.8778939062603803
5,30,2.513887856363845
5,31,1.7676254758005683
5,32,1.1752110390495638
5,33,2.171334636802018
5,34,2.020283857596086
5,35,1.9667125374560208
5,36,3.123664628233052
5,37,4.3864181855544455
5,38,3.216586733190289
5,39,3.7315775514881713
6,0,2.842737849513114
6,1,1.4543891858723372
6,2,2.6742733888705654
