time_step,dimension,predicted_value
0,0,2.4680553117206387
0,1,0.9287691880008527
0,2,0.5864672592579766
0,3,0.857515411636891
0,4,1.4860910256423072
0,5,-0.04194765814931527
0,6,-0.45195395370870173
0,7,1.3271771392900846
0,8,-0.37747928825701693
0,9,0.7686089203838766
0,10,0.5094891837800396
0,11,-0.334674214267244
0,12,0.6607339038587416
0,13,-0.5630585146953232
0,14,-0.2553731780024605
0,15,1.797983187777718
0,16,0.2511889050319584
0,17,3.2513773738569016
0,18,2.3483101430897353
0,19,1.1280405781259208
0,20,0.8256473501801602
0,21,3.035950212553783
0,22,-1.5405809200735825
0,23,-0.5038009441098216
0,24,0.49265003146286085
0,25,1.2864647007988441
0,26,0.5532944815755054
0,27,1.5159366155578673
0,28,0.6734671565811439
0,29,0.08767490415578197
0,30,1.1438142110237304
0,31,0.27030348809174215
0,32,-0.7767354329170761
0,33,0.41016136458396024
0,34,-0.07312786024825192
0,35,-0.23589306622048128
0,36,0.8800674531393383
0,37,2.764005571219828
0,38,0.27332436691437173
0,39,2.9682620688727184
1,0,2.780493049604938
1,1,0.9661210946456811
1,2,0.9086303941039505
1,3,1.2728372487319732
1,4,1.763286686416278
1,5,0.269769725956154
1,6,-0.026306637256841292
1,7,1.6857689644265659
1,8,0.11501542979867126
1,9,1.1358864980469412
1,10,0.919706984940045
1,11,0.12555084607173866
1,12,1.0404931951611416
1,13,-0.14435897099029965
1,14,0.12642548920016494
1,15,2.1160571489960858
1,16,0.9445533981030796
1,17,3.4549145222295543
1,18,2.7663162625353355
1,19,1.1560233606063819
1,20,1.2434654218702224
1,21,3.076440557174138
1,22,-1.2504385294190616
1,23,0.06536495226631434
1,24,0.8349398010144446
1,25,1.5891574810294729
1,26,0.9754291691448852
1,27,1.802805611508393
1,28,1.0087070129357607
1,29,0.4960623660958941
1,30,1.4971691389615016
1,31,0.6383916801909849
1,32,-0.3495249853565997
1,33,0.7937255179890823
1,34,0.3322056799020423
1,35,0.27356251165988793
1,36,1.2888072347903292
1,37,3.0327207243042897
1,38,0.9879042141566444
1,39,3.169213013859229
2,0,3.0135367876668515
2,1,0.977305374110129
2,2,1.237414151111032
2,3,1.6925109219049297
2,4,1.98279611564225
2,5,0.5833036596088222
2,6,0.38150462340363206
2,7,2.0494751410945073
2,8,0.6249429636421102
2,9,1.5128850834258962
2,10,1.3479733380379908
2,11,0.5191339564792168
2,12,1.38870547490309
2,13,0.3443261180362903
2,14,0.5435705294923494
2,15,2.4067735384421782
2,16,1.7116179321811464
2,17,3.70215153557062
2,18,3.018101320628369
2,19,1.1791599156576507
2,20,1.5954555638746544
2,21,3.148874333057716
2,22,-0.8964032913070434
2,23,0.5986835172046753
2,24,1.2465945035779833
2,25,1.9603584280451898
2,26,1.4499425122180627
2,27,2.0607802875910517
2,28,1.3320044080510578
2,29,0.9350969212015832
2,30,1.8052453532873964
2,31,0.9183437632746061
2,32,0.0911535320266491
2,33,1.1428634765444028
2,34,0.7533830178298787
2,35,0.7230590051003297
2,36,1.6996872113896822
2,37,3.3466684360557424
2,38,1.6636906148284976
2,39,3.4053834557288303
3,0,3.114781624699574
3,1,1.0592944582011223
3,2,1.5296196649009839
3,3,2.0721653760285053
3,4,2.2080597403634563
3,5,0.80381670881053
3,6,0.7392714329897958
3,7,2.409306167794399
3,8,1.1290567401441618
3,9,1.8155440143860258
3,10,1.7457365292159395
3,11,0.9827735134128815
3,12,1.7136063755146949
3,13,0.8516820120294046
3,14,0.9806658445048149
3,15,2.7464375324885864
3,16,2.47390589678414
3,17,3.9484005728349367
3,18,3.1389329506031407
3,19,1.1787183461912716
3,20,1.910990115704
3,21,3.1890407408198533
3,22,-0.4884493351959199
3,23,0.9905175994060734
3,24,1.7323464050968256
3,25,2.3879029555994675
3,26,1.8776883926192731
3,27,2.3287141142097343
3,28,1.6488895347639463
3,29,1.3237000755989712
3,30,2.0711143774912273
3,31,1.2018699089216498
3,32,0.4977552050844185
3,33,1.4671794005682233
3,34,1.1682605689895236
3,35,1.2343575971535334
3,36,2.2822180708652557
3,37,3.7010842279213505
3,38,2.324614553679724
3,39,3.558061819943434
4,0,3.0711555959335923
4,1,1.1612903266118106
4,2,1.906092503797406
4,3,2.5469517532958106
4,4,2.4056907094385562
4,5,1.0666352605973468
4,6,1.1671880846490796
4,7,2.7672605478031795
4,8,1.634305191065265
4,9,2.0950446857689142
4,10,2.074144246501585
4,11,1.3579461540970077
4,12,2.010624455085367
4,13,1.3328476506434803
4,14,1.4348334741752604
4,15,3.1661570183685526
4,16,3.2495030972214707
4,17,4.159890360729973
4,18,2.9378337326321073
4,19,1.2393989496765445
4,20,2.2226067800362665
4,21,3.2803418936887994
4,22,-0.10666422323119569
4,23,1.3571742782030394
4,24,2.3003873645818684
4,25,2.796802949124964
4,26,2.227290595463299
4,27,2.565562074095528
4,28,2.048397926360843
4,29,1.67424366279181
4,30,2.3331814202295016
4,31,1.4563335477349142
4,32,0.8459228925931599
4,33,1.8449177981921518
4,34,1.6045904216307174
4,35,1.7658015742246156
4,36,2.911384668693148
4,37,4.048363093259587
4,38,2.87517193224065
4,39,3.715562935561451
5,0,2.917585961748162
5,1,1.3210423155016229
5,2,2.2968431936932583
5,3,3.0490597638370933
5,4,2.5446121341729917
5,5,1.3229735206887185
5,6,1.5990682042133701
5,7,3.0971871577611165
5,8,2.1223236508916035
5,9,2.344027682835089
5,10,2.371223922591779
5,11,1.703031876953057
5,12,2.3074408979017527
5,13,1.908872272087613
5,14,1.9545377008797917
5,15,3.666906465488661
5,16,4.002436376372807
5,17,4.162223325570209
5,18,2.5823666548478537
5,19,1.3491059921791309
5,20,2.553438734630564
5,21,3.353552737573719
5,22,0.18298991345621404
5,23,1.7816994798340058
5,24,2.990434375707296
5,25,3.2786823168708374
5,26,2.5248314988988065
5,27,2.771357150589865
5,28,2.3615585235630414
5,29,2.0492769844238747
5,30,2.5920410967601373
5,31,1.7168648257812875
5,32,1.1983783217470856
5,33,2.192897037052763
5,34,2.083661809241147
5,35,2.3610616060236764
5,36,3.5619112811539195
5,37,4.382440873648508
5,38,3.26675666218933
5,39,3.708689136993663
6,0,2.7871221125149983
6,1,1.5013091950784916
6,2,2.7038931390923118
6,3,3.4948191598925886
6,4,2.6179103618748476
6,5,1.5979947158796621
6,6,2.052068852847504
6,7,3.4988684105059695
6,8,2.5592050501751724
6,9,2.5625056273950944
6,10,2.5928653688905214
6,11,2.0255415865385187
6,12,2.615961380753638
6,13,2.5178674665197094
6,14,2.5727782849055973
6,15,4.228377920474099
6,16,4.590866623204396
6,17,3.8446335882306153
6,18,2.2237296453672135
6,19,1.561668827254169
6,20,2.904939907072481
6,21,3.4705711983963328
6,22,0.5355417027246461
6,23,2.153565080500206
6,24,3.7213776863430907
6,25,3.7450682140519946
6,26,2.7038619873858183
6,27,2.987821650825268
6,28,2.694564246137657
6,29,2.37983137843889
6,30,2.791323976364598
6,31,1.9584973336207718
6,32,1.5213551881678637
6,33,2.5562307609412267
6,34,2.6147845702227257
6,35,3.016059683663112
6,36,4.368180701666409
6,37,4.579513401574147
6,38,3.4242783384327184
6,39,3.643234590017621
7,0,2.8209410645345065
7,1,1.8489724031288808
7,2,3.076224210080975
7,3,3.8712026706707254
7,4,2.671012922448522
7,5,1.8389252384614003
7,6,2.5126184436939436
7,7,3.882267050383812
7,8,2.8947444304716035
7,9,2.710294493930266
7,10,2.8669159698309734
7,11,2.3888569393017587
7,12,2.977636530821622
7,13,3.131642435434629
7,14,3.1958333767934852
7,15,4.722590032946722
7,16,4.867466904932412
7,17,3.288684999227916
7,18,1.9276689498551858
7,19,1.9521263706761254
7,20,3.335473060294067
7,21,3.5178630890540257
7,22,0.8286633635728716
7,23,2.5468461421384463
7,24,4.48475038065636
7,25,4.0203666587580065
7,26,2.767239827774532
7,27,3.196525338285096
7,28,3.0754125087158592
7,29,2.6823890821068908
7,30,2.915515219547376
7,31,2.2024381888757927
7,32,1.9307753811052044
7,33,2.931224018278029
7,34,3.187684377251066
7,35,3.719317996403909
7,36,4.979664310575474
7,37,4.435113706624131
7,38,3.3257967542241618
7,39,3.5653862572164288
8,0,2.9998464936969578
8,1,2.259225781552457
8,2,3.49383316162586
8,3,4.132916969272367
8,4,2.6767954015554225
8,5,2.116395185633203
8,6,3.043207053412531
8,7,4.284125864498089
8,8,3.1349670534425877
8,9,2.8153708576881527
8,10,3.090072719828082
8,11,2.770064422461012
8,12,3.467177527966039
8,13,3.8718176537076383
8,14,3.790663470104577
8,15,5.012854625585629
8,16,4.74270131554841
8,17,2.6553468831904077
8,18,1.886453485359295
8,19,2.4577127796738685
8,20,3.7931039454702797
8,21,3.443052317984672
8,22,1.0942283717029457
8,23,2.9725404676373466
8,24,5.229007492080301
8,25,4.069281476266302
8,26,2.7322161777595175
8,27,3.4831808630251686
8,28,3.5172261636952156
8,29,2.9516111771174076
8,30,3.0074348673808773
8,31,2.5127840398616064
8,32,2.366953945624627
8,33,3.3716263684276777
8,34,3.8324646015180774
8,35,4.203308296882949
8,36,4.972865426635755
8,37,4.36972049629585
8,38,3.4050026109924127
8,39,3.624679776917765
9,0,3.3626598703897654
9,1,2.7389254740657902
9,2,3.920964514502201
9,3,4.307169681509716
9,4,2.6329898851425275
9,5,2.4547241688344843
9,6,3.6221857305428258
9,7,4.537652849814537
9,8,3.226986347382811
9,9,2.9596990080367815
9,10,3.4641903514027867
9,11,3.3327397606561413
9,12,4.151908321923124
9,13,4.535371896220603
9,14,4.229649527480243
9,15,4.985309487532974
9,16,4.363095486902283
9,17,2.1566763062380727
9,18,2.2049414646573893
9,19,3.0822841489805533
9,20,4.183738314357091
9,21,3.1631898652770944
9,22,1.3639405787347918
9,23,3.4692985851783034
9,24,5.88050344402567
9,25,3.819954667840501
9,26,2.65351834348888
9,27,3.963644682289644
9,28,4.008314752366017
9,29,2.9999528159347477
9,30,3.082652554588261
9,31,3.0031633694826745
9,32,2.9202820288194213
9,33,3.8789843390498198
9,34,4.3865823001457445
9,35,4.4747759313303765
9,36,4.890418912603227
9,37,4.213263598503626
9,38,3.596652626251438
9,39,3.7991483243164277
10,0,3.562432122333398
10,1,3.121808721146867
10,2,4.2827844481065656
10,3,4.319210407444635
10,4,2.642078877485968
10,5,2.943602328572539
10,6,4.251013641238617
10,7,4.634926690108085
10,8,3.189524560513667
10,9,3.1499761968316475
10,10,3.9267345693736955
10,11,4.007026825440017
10,12,4.613790893315465
10,13,4.753329186835386
10,14,4.40938236590153
10,15,4.736219381146929
10,16,3.933048074323794
10,17,2.0963765075437273
10,18,2.7150433592473524
10,19,3.7306216501968783
10,20,4.3191939147147975
10,21,2.801320911310017
10,22,1.7283126020669382
10,23,4.069698666893865
10,24,6.0670919306723885
10,25,3.366886863355345
10,26,2.5846457848716473
10,27,4.574230940889917
10,28,4.265794674231355
10,29,2.5712524919881203
10,30,3.164840175282083
10,31,3.73902500329568
10,32,3.6192148627833753
10,33,4.225868571167549
10,34,4.534655502445155
10,35,4.464001366106105
10,36,4.711980226930894
10,37,4.367442964813135
10,38,4.091408601414601
10,39,4.1316495796617145
11,0,3.526202310604065
11,1,3.5216821096155377
11,2,4.599072114821157
11,3,4.235307025722568
11,4,2.8080256992984616
11,5,3.536758802164895
11,6,4.773609060573117
11,7,4.37265122518264
11,8,3.1219839564908103
11,9,3.6655142551408937
11,10,4.648299920972752
11,11,4.441532906448881
11,12,4.555015476395257
11,13,4.487781423659249
11,14,4.381501374256112
11,15,4.416916032542394
11,16,3.5847541439213075
11,17,2.3067667333943827
11,18,3.3181011637723175
11,19,4.291675955702344
11,20,4.100811475183551
11,21,2.455846835616656
11,22,2.2354531771074986
11,23,4.7482639245246085
11,24,5.682783001254078
11,25,2.8036707003364585
11,26,2.5851931099174856
11,27,5.238998948825741
11,28,4.154834569330722
11,29,1.9391995531349249
11,30,3.463928736092106
11,31,4.949153011632044
11,32,4.20057082822561
11,33,4.119280769730421
11,34,4.481114863931312
11,35,4.448481763223468
11,36,4.771615836150087
11,37,4.839987377492818
11,38,4.678121125811157
11,39,4.168140381395224
12,0,3.5293617598335714
12,1,4.007764024101797
12,2,4.841222702800645
12,3,4.2526953661407445
12,4,3.186540272567399
12,5,4.0821912218379826
12,6,4.909971826009378
12,7,3.8998653024301353
12,8,3.0162068645424718
12,9,4.363730173905595
12,10,5.3709802917434954
12,11,4.080751492351901
12,12,4.180214133303592
12,13,4.310003205720017
12,14,4.237108754090189
12,15,4.183940509023664
12,16,3.7306652002718304
12,17,3.1313551428618154
12,18,3.8208874554919428
12,19,4.457553858891119
12,20,3.5865977074190516
12,21,2.2095170917180926
12,22,2.901567072467611
12,23,5.408142397154775
12,24,4.583644740837583
12,25,2.4903213742724666
12,26,3.0373496132094475
12,27,5.929834042909319
12,28,3.2241102027869104
12,29,1.273430651756941
12,30,3.7923115984145133
12,31,6.108657281771346
12,32,4.129505881557135
12,33,3.6441136547653548
12,34,4.299941214894841
12,35,4.6427382754630155
12,36,5.217108740249694
12,37,5.71906930135267
12,38,4.667712350507428
12,39,3.165317524993257
13,0,3.5570808164941377
13,1,4.77555971901578
13,2,5.202749210462796
13,3,4.195369426054624
13,4,3.6282952028362354
13,5,4.297261141439943
13,6,4.736747984925547
13,7,3.5244009491968695
13,8,3.0959655241891744
13,9,5.2253075948880925
13,10,5.657748126034706
13,11,2.9999047097753957
13,12,4.003639200089143
13,13,4.529964688163447
13,14,4.256641267372321
13,15,4.129108953988789
13,16,3.9970767085564907
13,17,3.82481666775882
13,18,3.886049052776979
13,19,4.159400928240628
13,20,3.19472553170588
13,21,2.186900231372175
13,22,3.5820876951519915
13,23,5.796895354306839
13,24,3.4660266477522277
13,25,2.263964207455592
13,26,3.880948455838331
13,27,6.2532402663265225
13,28,1.619005378741327
13,29,0.9282503177585862
13,30,4.159168346434354
13,31,7.036336052277408
13,32,3.599489291160881
13,33,3.2917718889331153
13,34,4.4360427153352875
13,35,5.16967519790539
13,36,6.133399026322629
13,37,6.3051574058695845
13,38,3.287495331974869
13,39,1.9178444600458338
