time_step,dimension,predicted_value
0,0,0.0063493794887658035
0,1,-0.08224798050444973
0,2,-0.6974740235896559
0,3,0.5854103972549133
0,4,2.318879847779803
0,5,-0.3686897547061466
0,6,-1.1490137333967674
0,7,1.6622813186979246
0,8,-0.5783306976917039
0,9,-0.2235163006806295
0,10,2.1660851579507012
0,11,2.7600045181030346
0,12,1.5665725513930464
0,13,1.2020882132658166
0,14,-0.4475498002397331
0,15,1.1264590486195047
0,16,-1.9223015704735296
0,17,1.1797868409499226
0,18,0.7732837169816624
0,19,-0.6139202017764964
0,20,-0.9981050298187013
0,21,0.19444680574393866
0,22,0.14310107909802025
0,23,-2.141902686317214
0,24,0.033188358641316765
0,25,0.7625109181169984
0,26,1.569359436939067
0,27,3.1116929896330165
0,28,0.8559954315100107
0,29,1.3091947372322559
0,30,1.0141457676125454
0,31,1.538973696102723
0,32,-1.8245997795060123
0,33,0.6602712447763975
0,34,0.15238063869402677
0,35,1.7357541254434685
0,36,0.11714456510782076
0,37,0.3685404612901025
0,38,-0.11339776924345295
0,39,-0.4770815745270828
1,0,0.43559601298092687
1,1,0.3493124734185245
1,2,-0.2185661947680725
1,3,0.9026455068348666
1,4,2.5719285049570173
1,5,-0.13999903332001107
1,6,-0.6949154879143711
1,7,1.9605275294297981
1,8,-0.07539140374217439
1,9,0.17186191725489622
1,10,2.44201526942573
1,11,3.2306685625128955
1,12,1.71072041295191
1,13,1.2794152370087173
1,14,-0.07019205469966838
1,15,1.5198838413241336
1,16,-1.305726767189898
1,17,1.5245800652496824
1,18,1.2135122396707916
1,19,-0.26522052439339255
1,20,-0.5497036617560316
1,21,0.5711133003600665
1,22,0.5106178191766289
1,23,-1.5800884198993335
1,24,0.36695530745889776
1,25,1.1687138664688699
1,26,2.0284807973101113
1,27,3.308851843613165
1,28,1.1448533152134768
1,29,1.5445560189332166
1,30,1.392227774264877
1,31,1.750903497787823
1,32,-1.2964490421029087
1,33,1.1423791639595042
1,34,0.7404982926317374
1,35,2.003914046170501
1,36,0.506602134613025
1,37,0.7204689754912093
1,38,0.2905225951548722
1,39,-0.041079170558302444
2,0,0.8188363368164214
2,1,0.7288961950634946
2,2,0.2026057362401988
2,3,1.2643761723806113
2,4,2.839423384866099
2,5,0.07390475250784995
2,6,-0.26701605688682134
2,7,2.238230213181198
2,8,0.4178866548358825
2,9,0.608959772524407
2,10,2.7874661062706245
2,11,3.6533176375356597
2,12,1.7612384020534535
2,13,1.3521206133470955
2,14,0.3556973920600877
2,15,1.8532336201095851
2,16,-0.6604764426373736
2,17,1.887873145164167
2,18,1.6218921000528606
2,19,-0.0025027936527584355
2,20,-0.09907269021182262
2,21,0.9221204720038673
2,22,0.9099711087744142
2,23,-1.0430830197807819
2,24,0.7103472060095412
2,25,1.6327845247800954
2,26,2.509916170991139
2,27,3.472753069689624
2,28,1.3551238503666807
2,29,1.772883928982371
2,30,1.7885756121738
2,31,1.8756426471865388
2,32,-0.842444151494273
2,33,1.5242189528675452
2,34,1.3215157683864482
2,35,2.251745084388896
2,36,0.85882883937704
2,37,1.0476213873367093
2,38,0.6679466856597587
2,39,0.3539793417901357
3,0,1.208595602812999
3,1,1.1186108733271338
3,2,0.6698323231169705
3,3,1.6616005657950101
3,4,3.044394263293868
3,5,0.27652035487467563
3,6,0.15803736673654417
3,7,2.548629622982103
3,8,0.9220513608539809
3,9,1.0493621991764384
3,10,3.1928047706161133
3,11,3.9754540893374903
3,12,1.744201994677839
3,13,1.4141334432903454
3,14,0.7633113828654536
3,15,2.1339663792091357
3,16,-0.03705011537295809
3,17,2.2079698254209488
3,18,1.9861706779608064
3,19,0.23993134112994247
3,20,0.3239342634419589
3,21,1.2588494049637724
3,22,1.262998472026426
3,23,-0.5044435017527651
3,24,1.086164237269405
3,25,2.1457985332388114
3,26,3.050882611755282
3,27,3.587709807005479
3,28,1.5151095185133667
3,29,1.999064081106658
3,30,2.176760332601405
3,31,1.9918978976610262
3,32,-0.37778237091351835
3,33,1.8789270846601098
3,34,1.9081812079214324
3,35,2.45067778974697
3,36,1.1594686959987892
3,37,1.3508714821982788
3,38,1.0141274974952184
3,39,0.7181650891108198
4,0,1.5876655139688634
4,1,1.4961708602973554
4,2,1.1132380240466997
4,3,2.0844055567128517
4,4,3.215129415542491
4,5,0.44820104653262893
4,6,0.5513403841318147
4,7,2.8423290493184123
4,8,1.4236881775710022
4,9,1.4986126489278662
4,10,3.6296541640774036
4,11,4.181619617331367
4,12,1.6519746375654143
4,13,1.4914661926905162
4,14,1.1936697837488732
4,15,2.4391353106429468
4,16,0.604068225162228
4,17,2.5205513738765513
4,18,2.2673914236618127
4,19,0.42289683290337454
4,20,0.7166411692599928
4,21,1.6347729432242666
4,22,1.6226654996911285
4,23,-0.019066400528896816
4,24,1.476338061459395
4,25,2.714004829155839
4,26,3.5717996757903308
4,27,3.547062079862015
4,28,1.6053554078575742
4,29,2.255933278043926
4,30,2.562894983892727
4,31,2.07853021809389
4,32,0.06659260765663552
4,33,2.2128439897531473
4,34,2.4958733076822632
4,35,2.6031585662350456
4,36,1.4028292858552631
4,37,1.6245154995462894
4,38,1.3484946181787554
4,39,1.0792756761158397
5,0,1.9453646122411388
5,1,1.871504571466288
5,2,1.5356145694353969
5,3,2.4984063240020844
5,4,3.3466237590236596
5,5,0.6080285526179533
5,6,0.9338720005974663
5,7,3.175993744620299
5,8,1.9532757512826529
5,9,1.9813759847727224
5,10,4.090332598622374
5,11,4.241915661097236
5,12,1.4853724062241913
5,13,1.6591965830810274
5,14,1.6576305700804692
5,15,2.6987321758738636
5,16,1.1718329551797946
5,17,2.8034056806960512
5,18,2.494517359879525
5,19,0.5978784010743283
5,20,1.0775848735980873
5,21,2.0135903821762584
5,22,1.974721893403937
5,23,0.4369910877970625
5,24,1.8852749633817882
5,25,3.320360324701533
5,26,3.981748886146194
5,27,3.383324949139373
5,28,1.7460392390205168
5,29,2.5466670620334875
5,30,2.9192907210830668
5,31,2.106230299752236
5,32,0.47821426382026894
5,33,2.538999084813118
5,34,3.058900775615003
5,35,2.7076945379041057
5,36,1.5958816809266705
5,37,1.884710490027242
5,38,1.684545787840032
5,39,1.44644696195081
6,0,2.288174833875474
6,1,2.2265236843313296
6,2,1.9701144425904509
6,3,2.903532853251726
6,4,3.3940017200392445
6,5,0.7644642640780894
6,6,1.3140866609375623
6,7,3.5425080837342406
6,8,2.5128766644376532
6,9,2.466583374670003
6,10,4.509757286664888
6,11,4.1651121349511255
6,12,1.2861313557893341
6,13,1.8686402403656968
6,14,2.1289663300292974
6,15,2.971448284279776
6,16,1.7002665060799707
6,17,3.033685963440485
6,18,2.6412197751149904
6,19,0.7914837146171398
6,20,1.4473875822902955
6,21,2.4092050326109513
6,22,2.307113918137225
6,23,0.9436683782689357
6,24,2.3487813104193296
6,25,3.9597760160399496
6,26,4.266703973321641
6,27,3.1389037222478207
6,28,1.9192239397493647
6,29,2.911486356344062
6,30,3.2552382165466036
6,31,2.1200737768199347
6,32,0.8707423704307832
6,33,2.887461557827216
6,34,3.573952179307331
6,35,2.7691182768422484
6,36,1.7549008154490824
6,37,2.17101407246001
6,38,2.0081150781589128
6,39,1.7939508984170605
7,0,2.632484465741886
7,1,2.5943474502765413
7,2,2.397635218527668
7,3,3.2631874250540323
7,4,3.3825318697526137
7,5,0.9250357757978355
7,6,1.7008741183078684
7,7,3.965668696850563
7,8,3.0737802193596937
7,9,2.9250890882819
7,10,4.815783871994578
7,11,3.889558107058382
7,12,1.1752110046540638
7,13,2.1919300192178808
7,14,2.670922206881605
7,15,3.177872369609232
7,16,2.088304760350084
7,17,3.2269340730399656
7,18,2.7691969375356704
7,19,0.9838905662283777
7,20,1.805603263825668
7,21,2.832077995330644
7,22,2.6500442023822575
7,23,1.4185869415800405
7,24,2.8480138134004718
7,25,4.598346368370146
7,26,4.330144207576433
7,27,2.7964528876995645
7,28,2.1626546696350912
7,29,3.3291492293455867
7,30,3.494782930458004
7,31,2.0572436634734017
7,32,1.2541515729800807
7,33,3.285107019709673
7,34,4.015984747400601
7,35,2.721046853654242
7,36,1.8902635852363088
7,37,2.4927273771034546
7,38,2.3415684328093977
7,39,2.1207313469215805
8,0,2.987233217599605
8,1,2.9928315657691735
8,2,2.8015642491916184
8,3,3.520660448602038
8,4,3.3427961991122452
8,5,1.1974533286326996
8,6,2.1464595118299243
8,7,4.449024701663563
8,8,3.491365043438299
8,9,3.1907812704851897
8,10,4.989340485597383
8,11,3.6075363889031826
8,12,1.1511168570988328
8,13,2.5921113294004874
8,14,3.264026957415075
8,15,3.23296191328825
8,16,2.3320785440881537
8,17,3.439615016092655
8,18,2.904933846269885
8,19,1.1740360855559278
8,20,2.1520829855824246
8,21,3.284322326236679
8,22,2.9653956658420433
8,23,1.8905158372074833
8,24,3.3708681382782593
8,25,5.143014565736407
8,26,4.139772227251504
8,27,2.520602661644565
8,28,2.5508449938394855
8,29,3.778222679679095
8,30,3.585665916848382
8,31,2.0202881666116896
8,32,1.6913667418916127
8,33,3.7442291896175255
8,34,4.341397622500557
8,35,2.5811574937251303
8,36,2.058380235443118
8,37,2.843831787164088
8,38,2.679514022222358
8,39,2.421434852610003
9,0,3.358787616531887
9,1,3.382230381344241
9,2,3.132335116518249
9,3,3.688791399563338
9,4,3.378494802320683
9,5,1.5816134419969337
9,6,2.654199945975335
9,7,4.912674299457559
9,8,3.756090862398021
9,9,3.3622986057107234
9,10,5.086809733849429
9,11,3.366765609768147
9,12,1.2638955471087436
9,13,3.0010681105068726
9,14,3.7914589519935085
9,15,3.175624198449573
9,16,2.492753922157128
9,17,3.692847201518697
9,18,3.065258374212413
9,19,1.3781026025989442
9,20,2.488932262539648
9,21,3.761961105902427
9,22,3.267835620228542
9,23,2.322763911939731
9,24,3.8890503718579326
9,25,5.5348551131242445
9,26,3.774616308640593
9,27,2.358379929402047
9,28,3.0516810941369448
9,29,4.238576543385908
9,30,3.4531468270835335
9,31,1.9961554235626522
9,32,2.1884008345245407
9,33,4.270061616201499
9,34,4.494182249159226
9,35,2.382487305046984
9,36,2.2858181148428214
9,37,3.231709783091085
9,38,2.9655883295232113
9,39,2.675253113430409
10,0,3.7883507280608884
10,1,3.7502364995249486
10,2,3.2899694908737525
10,3,3.8002376674536116
10,4,3.5851799810172276
10,5,2.1108130339439897
10,6,3.19274183650663
10,7,5.27060198939326
10,8,3.7979931379142093
10,9,3.433763901450603
10,10,5.196873621787461
10,11,3.2851662219133466
10,12,1.4851020591890745
10,13,3.418532764616475
10,14,4.196185581185739
10,15,3.0222205107955658
10,16,2.608170923153631
10,17,4.022594060620447
10,18,3.287525137007564
10,19,1.5290089150777084
10,20,2.8155742527056167
10,21,4.2612980954041655
10,22,3.6185882917704006
10,23,2.7486900178768146
10,24,4.42132199262891
10,25,5.70679112619331
10,26,3.2559676811345932
10,27,2.3781985453854215
10,28,3.623449750887309
10,29,4.596607418532569
10,30,3.149206861311097
10,31,2.0787632300825285
10,32,2.8027658398175057
10,33,4.862131213436488
10,34,4.374448649286806
10,35,2.157825759845189
10,36,2.6458905902855454
10,37,3.675552053779554
10,38,3.1433307000913935
10,39,2.8848093962491097
11,0,4.252040155909785
11,1,4.02097138122984
11,2,3.2688102427918593
11,3,3.927599350399479
11,4,3.943618847175769
11,5,2.5953888582826954
11,6,3.6650975605413065
11,7,5.4112416406433095
11,8,3.656958162618758
11,9,3.4778769604629765
