time_step,dimension,predicted_value
0,0,0.45664214780374507
0,1,-0.4589547165081944
0,2,-0.5681060910935998
0,3,1.1744024295948496
0,4,0.7502221853694275
0,5,-0.6248741550865887
0,6,2.1826919618778673
0,7,0.12747386892215276
0,8,-0.27057833462539893
0,9,0.6586833347892338
0,10,0.22866555144530598
0,11,0.061156967852340795
0,12,-0.5854496735192468
0,13,0.2779886749062063
0,14,-0.03673519066499128
0,15,-0.02902800267425305
0,16,0.8995114241230466
0,17,0.2841971176674265
0,18,0.8412616896721323
0,19,-0.3562205599846121
0,20,1.0512420867845176
0,21,1.6285536482017384
0,22,-1.0622503222591386
0,23,-0.5963987264972499
0,24,-0.4376297818584914
0,25,0.4885840975232201
0,26,-0.9204101212480815
0,27,0.8586269503998875
0,28,2.2841228857268527
0,29,2.2359133256971986
0,30,-0.11818337316675569
0,31,1.063497448172557
0,32,1.7955166591641905
0,33,1.247145091804555
0,34,-0.5613155730915353
0,35,-0.2431797970217316
0,36,1.2827234999892856
0,37,0.7098844714537809
0,38,-0.546675407201195
0,39,-0.30808498651506133
1,0,0.8313111291830644
1,1,-0.03616537153529427
1,2,-0.12244349691282261
1,3,1.4965980064508237
1,4,1.1352315122126735
1,5,-0.12615331034589597
1,6,2.478431320159626
1,7,0.5535995375799593
1,8,0.13225152828584488
1,9,1.0142006417406495
1,10,0.657007384662425
1,11,0.43572194074721204
1,12,-0.16782683555419367
1,13,0.6581860183318196
1,14,0.3915134198000302
1,15,0.3746769370254692
1,16,1.2635542045029051
1,17,0.700931995369237
1,18,1.1794011290758477
1,19,0.10132392295027064
1,20,1.3815742032282798
1,21,1.9019300809776982
1,22,-0.7489427157317693
1,23,-0.08446821708251998
1,24,-0.03959917376051052
1,25,0.8800953662137516
1,26,-0.41231323817654
1,27,1.1523031269578214
1,28,2.696187813316005
1,29,2.3993223467512452
1,30,0.14653106842360103
1,31,1.4117674497052035
1,32,2.197317848444996
1,33,1.4247012974594124
1,34,-0.26651227092510166
1,35,0.16670114639585792
1,36,1.6032910141520653
1,37,1.0870280986812708
1,38,-0.20850968807597767
1,39,0.08131384274370781
2,0,1.1904814097975427
2,1,0.3944643012784025
2,2,0.31017194106764323
2,3,1.847502233685852
2,4,1.516277723537989
2,5,0.3568638567404119
2,6,2.748331083590543
2,7,0.9755439663843648
2,8,0.49516301687615333
2,9,1.3619187507454849
2,10,1.1007819860289356
2,11,0.765538298845326
2,12,0.22991689252939346
2,13,1.0040041029066875
2,14,0.8372590367582976
2,15,0.7992104789299963
2,16,1.6406249538043567
2,17,1.1380669273544923
2,18,1.4873954337421442
2,19,0.5666306621560067
2,20,1.7633723379863397
2,21,2.118174047513155
2,22,-0.4703334273317684
2,23,0.394059274975563
2,24,0.38016144550651915
2,25,1.222909847119658
2,26,0.08919952081361406
2,27,1.4984601856908923
2,28,3.1361472163207558
2,29,2.514541240382808
2,30,0.37733937028881015
2,31,1.7472574752771273
2,32,2.562204666032945
2,33,1.552341717247457
2,34,0.01547310765908225
2,35,0.556381087123922
2,36,1.9420508371992948
2,37,1.3676641306500177
2,38,0.11207794810617115
2,39,0.5153893432466611
3,0,1.5444498422613586
3,1,0.7792070142429786
3,2,0.7281742486163234
3,3,2.1907886060172586
3,4,1.9122098983463804
3,5,0.8439670897037879
3,6,2.989102046352851
3,7,1.3213379328975505
3,8,0.7935114225616982
3,9,1.7041354153582933
3,10,1.5134960484129816
3,11,1.053338184168107
3,12,0.6145532385121271
3,13,1.39355768844213
3,14,1.3077617963032948
3,15,1.2279093308057725
3,16,1.9893082668443107
3,17,1.5381358948962036
3,18,1.7785291798788492
3,19,1.0435680863597703
3,20,2.149039328097766
3,21,2.272531988115272
3,22,-0.20884756483905412
3,23,0.8211487377885914
3,24,0.8190364914962002
3,25,1.555419290474236
3,26,0.5956188195051364
3,27,1.8657266223482565
3,28,3.552546513031346
3,29,2.6068040176349165
3,30,0.5823783243475426
3,31,2.07211542130065
3,32,2.939622204674095
3,33,1.6496448724761745
3,34,0.26955226691101275
3,35,0.9383246053219475
3,36,2.302348398595149
3,37,1.634841056127356
3,38,0.4155879810169365
3,39,0.9158905222344813
4,0,1.8956052571274036
4,1,1.1582046953456098
4,2,1.1568452346198659
4,3,2.555722988873412
4,4,2.2901363850278083
4,5,1.3214267391073324
4,6,3.2136893306815884
4,7,1.6257151664691285
4,8,1.0661760490712495
4,9,2.0546985102071145
4,10,1.8812864075599989
4,11,1.3036006030201706
4,12,0.9807345381970446
4,13,1.7830196105471874
4,14,1.7772100696630613
4,15,1.6503354010416829
4,16,2.278776414132685
4,17,1.8925710508336628
4,18,2.0570304089929268
4,19,1.5220490757731846
4,20,2.5156890214720526
4,21,2.3815754820692083
4,22,0.051393302469286396
4,23,1.1994137332194457
4,24,1.2738333491304332
4,25,1.883251946439207
4,26,1.1226387579579242
4,27,2.302009246706162
4,28,3.9595424807214386
4,29,2.6129479616901454
4,30,0.7593383131435619
4,31,2.384164473729741
4,32,3.31752752687069
4,33,1.6785939446812261
4,34,0.48339461327778893
4,35,1.30673384962286
4,36,2.6724781151116828
4,37,1.870513957443674
4,38,0.6853035638814843
4,39,1.288730597507134
5,0,2.2528442759156464
5,1,1.5219866326962141
