time_step,dimension,predicted_value
0,0,2.5471647406531903
0,1,0.6567160058256413
0,2,1.6750503086800292
0,3,-0.7388141458311227
0,4,2.4471441064841373
0,5,1.0655017353566063
0,6,0.35257043733875304
0,7,-0.5206761319848259
0,8,-0.21399977479824267
0,9,-1.1405830502968415
0,10,1.9819583313394653
0,11,0.08079013779625502
0,12,-0.748638207700426
0,13,-0.40313397066299306
0,14,-0.1938764367904088
0,15,1.479018462549232
0,16,-1.69156494509879
0,17,1.1434779242062934
0,18,-0.6495749763532916
0,19,1.2069742844572693
0,20,1.6658218575303245
0,21,0.8566861155710299
0,22,-0.4961003426965259
0,23,-1.3505987928172574
0,24,0.4380591827894861
0,25,-0.1788753572880361
0,26,-2.2858549061674496
0,27,0.7120082643885937
0,28,0.9102716344764031
0,29,0.22490901181655681
0,30,0.42240622278426176
0,31,1.1643497241582654
0,32,1.4943813087769655
0,33,3.059776980611499
0,34,-0.7250247706391326
0,35,0.8064736306260029
0,36,-2.239278595641969
0,37,1.0382069504486622
0,38,0.9197177006408346
0,39,-0.03326524904212213
1,0,2.80535277785196
1,1,1.2496836638028257
1,2,1.8222390397247388
1,3,-0.16941236439483792
1,4,2.6944368464181956
1,5,1.546456434308506
1,6,0.5662773653616658
1,7,-0.09241524339407889
1,8,0.22430473578475327
1,9,-0.7019250627533435
1,10,2.239388813544545
1,11,0.5364491018297448
1,12,-0.29682366780511127
1,13,0.059661606739372
1,14,0.1831269880488134
1,15,1.806428275299846
1,16,-1.0985211050079797
1,17,1.5961826028443176
1,18,0.018677216839350468
1,19,1.4907393831654858
1,20,2.0783337958676826
1,21,1.0709111496890844
1,22,-0.15751974942880909
1,23,-0.7772279126838806
1,24,0.808867917968653
1,25,0.21278566715468622
1,26,-1.7294984389746464
1,27,1.005701305424417
1,28,1.3285277981458845
1,29,0.605953860596079
1,30,0.785773305084801
1,31,1.5301972094669243
1,32,1.9910599282587564
1,33,3.147058964438919
1,34,-0.4189357003777682
1,35,1.2978552345349645
1,36,-1.5510191251912622
1,37,1.4404177762915216
1,38,1.3964835331726333
1,39,0.4313037561959
2,0,3.0492452141641637
2,1,1.8002428391542717
2,2,1.9041363943423
2,3,0.36154948935646
2,4,2.9498115388199553
2,5,1.9713759841512555
2,6,0.7217834779611765
2,7,0.3204294158592936
2,8,0.652389186919433
2,9,-0.17131481340909316
